direccion_via_nombre,contacto_telefono2,contacto_telefono3,direccion_numero,contacto_telefono1,contacto_web,contacto_fax,direccion_coor_y,direccion_coor_x,direccion_via_tipo,centro_nombre,contacto_telefono4,contacto_email1,id_centro_titularidad,id_centro_titular,id_municipio,id_centro_codigo,id_dat_codigo,id_direccion_codigo_postal
del Pintor Sorolla,,,19,916613656,http://www.educa.madrid.org/cp.seisdediciembre.alcobendas,916613656,4487977.0,445540.0,CALLE,SEIS DE DICIEMBRE,,cp.seisdediciembre.alcobendas@educa.madrid.org,1,1,4,14,1,
de Castilla,660736003,,4,916530448,http://www.educa.madrid.org/cp.castilla.alcobendas,912296976,4488308.0,446460.0,PLAZA,CASTILLA,,cp.castilla.alcobendas@educa.madrid.org,1,1,4,14,1,
de Miraflores,,,16,916543885,http://www.educa.madrid.org/cp.miraflores.alcobendas,916514712,4488634.0,445927.0,CALLE,MIRAFLORES,,cp.miraflores.alcobendas@educa.madrid.org,1,1,4,14,1,
de Jaén,,,73,916512323,http://www.educa.madrid.org/cp.luisbunuel.alcobendas,916638652,4489106.0,445624.0,CALLE,LUIS BUÑUEL,,cp.luisbunuel.alcobendas@educa.madrid.org,1,1,4,14,1,
de Triana,,,29,916590159,http://www.educa.madrid.org/cp.tiernogalvan.alcobendas,916591128,4487894.0,446668.0,CALLE,PROFESOR TIERNO GALVAN,,cp.tiernogalvan.alcobendas@educa.madrid.org,1,1,4,14,1,
de Francisco Chico Mendes,916619004,,4,916615943,http://www.educa.madrid.org/ies.lapaz.alcobendas,916618291,4486145.0,444539.0,CALLE,VIRGEN DE LA PAZ,,ies.lapaz.alcobendas@educa.madrid.org,1,1,4,42,1,
de Francisco Chico Mendes,916620536,,3,916620443,http://www.educa.madrid.org/ies.severoochoa.alcobendas,916612579,4486071.0,444569.0,CALLE,SEVERO OCHOA,,ies.severoochoa.alcobendas@educa.madrid.org,1,1,4,42,1,
de la Isla de Córcega,,,3,916618907,http://www.educa.madrid.org/cp.parquecataluna.alcobendas,916629291,4488120.0,445916.0,CALLE,PARQUE DE CATALUÑA,,cp.parquecataluna.alcobendas@educa.madrid.org,1,1,4,14,1,
de Valdelaparra,916618238,,90,916618085,http://www.educa.madrid.org/ies.aldebaran.alcobendas,916618238,4488252.0,444057.0,AVDA,ALDEBARAN,,ies.aldebaran.alcobendas@educa.madrid.org,1,1,4,42,1,
Manuel de Falla,916515845,,54-56,916515700,http://www.educa.madrid.org/ies.agora.alcobendas,916548684,4489257.0,445609.0,CALLE,AGORA,,ies.agora.alcobendas@educa.madrid.org,1,1,4,42,1,
Francisco Largo Caballero,,,s/n,916618157,http://www.educa.madrid.org/cp.bachilleralonsolopez.alcobendas,916612505,4489381.0,444479.0,CALLE,BACHILLER ALONSO LOPEZ,,cp.bachilleralonsolopez.alcobendas@educa.madrid.org,1,1,4,14,1,
Federico Moreno Torroba,647514863,,s/n,914904824,http://www.educa.madrid.org/eei.cascabeles.alcobendas,917080207,4489125.0,444824.0,CALLE,CASCABELES,,eei.cascabeles.alcobendas@educa.madrid.org,1,1,4,3,1,
José Hierro,,,10,914841828,http://www.educa.madrid.org/cifp.joseluisgarci.alcobendas,916572711,4488828.0,444497.0,CALLE,JOSE LUIS GARCI,,cifp.joseluisgarci.alcobendas@educa.madrid.org,1,1,4,68,1,
Olímpica,,699685240,12,916618739,http://www.educa.madrid.org/eei.piopio.alcobendas,916618739,4487579.0,446539.0,AVDA,PIO PIO,,eei.piopio.alcobendas@educa.madrid.org,1,1,4,3,1,
Pablo Iglesias esquina con C/ Gloria Fuertes,,,,914900071,http://site.educa.madrid.org/ies.gloriafuertes.alcobendas/,,4489473.0,444322.0,AVDA,GLORIA FUERTES,,ies.gloriafuertes.alcobendas@educa.madrid.org,1,1,4,42,1,
del Fuego,683439169,,73,916616555,http://www.educa.madrid.org/eoep.alcobendas,916612357,4488636.0,446129.0,CALLE,EQUIPO GENERAL ALCOBENDAS,,eoep.alcobendas@educa.madrid.org,1,1,4,206,1,
de Ruperto Chapí,,,22,916597600,http://www.educa.madrid.org/emd.alcobendas,916523215,4488810.0,445687.0,CALLE,ALCOBENDAS,,emd.alcobendas@educa.madrid.org,1,2,4,187,1,
de Camilo José Cela,607972734,,26,912290820,http://www.educa.madrid.org/eei.valdelaparra.alcobendas,918280069,4488176.0,444256.0,AVDA,VALDELAPARRA,,eei.valdelaparra.alcobendas@educa.madrid.org,1,2,4,3,1,
de la Ilusión,,,20,911722892,http://www.educa.madrid.org/eei.fuentelucha.alcobendas,,4489509.0,443962.0,AVDA,FUENTELUCHA,,eei.fuentelucha.alcobendas@educa.madrid.org,1,2,4,3,1,
de la Magia,,,4,916626062,http://www.educa.madrid.org/cepa.universidadpopular.alcobendas,912771191,4488372.0,445510.0,AVDA,UNIVERSIDAD POPULAR MIGUEL DELIBES,,cepa.universidadpopular.alcobendas@educa.madrid.org,1,8,4,32,1,
de la Chopera,,,118,916624097,http://www.educa.madrid.org/eei.elcuquillo.alcobendas,916622155,4488456.0,444979.0,PASEO,EL CUQUILLO,,eei.elcuquillo.alcobendas@educa.madrid.org,1,9,4,3,1,
del Pintor Velázquez,,,38,916617508,http://www.educa.madrid.org/eei.lachopera.alcobendas,916597676,4487955.0,445560.0,CALLE,LA CHOPERA,,eei.lachopera.alcobendas@educa.madrid.org,1,9,4,3,1,
de Felipe Álvarez Gadea,656440108,,1,916535721,,916535721,4488013.0,446447.0,PLAZA,SAN PEDRO APOSTOL,,cc.sanpedroapostol.alcobendas@educa.madrid.org,2,25,4,8,1,
de Barcelona,,,13,916527169,http://www.educa.madrid.org/cc.sanantonio.alcobendas,,4488144.0,446743.0,CALLE,SAN ANTONIO,,cc.sanantonio.alcobendas@educa.madrid.org,2,26,4,13,1,
Juan M. Sánchez. Pedagogo,647786608,,3,916516468,http://www.juanxxiiialcobendas.com,916516468,4488087.0,446082.0,TRVA,JUAN XXIII,,cc.juanxxiii.alcobendas@educa.madrid.org,2,27,4,72,1,
de Alcobendas,916500649,,3 y 5,916500661,http://www.fomento.edu/aldovea,916500743,4486243.0,446420.0,PASEO,ALDOVEA,,aldv_secretaria@fomento.edu,3,237,4,73,1,
del Camino Ancho,,,87,916250270,,916250290,4486728.0,446750.0,CALLE,ALDEAFUENTE,,mmartinho@fomento.edu,3,237,4,72,1,
del Goloso,916624595,,"k3,78",916624620,http://www.educa.madrid.org/cc.manyanet.alcobendas,916624596,4489086.0,443570.0,CTRA,PADRE MANYANET,,cc.manyanet.alcobendas@educa.madrid.org,2,293,4,72,1,
de Alcobendas,,,7,916501229,http://www.colegiogabiroltoledano.com,,4486411.0,446693.0,PASEO,CENTRO IBN GABIROL COLEGIO ESTRELLA TOLEDANO,,cc.ibngabirol.alcobendas@educa.madrid.org,2,309,4,72,1,
de María Teresa,,,4,912414021,http:// http://www.colegiomariateresa.es,,4488734.0,444796.0,CALLE,MARIA TERESA,,cc.mariateresa.alcobendas@educa.madrid.org,2,378,4,72,1,
Anabel Segura,,,12,916622498,http://www.apsuria.org,916629073,4487254.0,446799.0,CALLE,VIRGEN DE NURIA,,cc.virgendenuria.alcobendas@educa.madrid.org,2,402,4,21,1,
de la Felicidad,,,9,918272879,,,4489018.0,444038.0,CALLE,GREENWICH SCHOOL,,cc.greenwichschool.alcobendas@educa.madrid.org,2,450,4,72,1,
"del Fuego c/v C/ Fayón, 1",,,73,,,,4488636.0,446129.0,CALLE,NORTE JOVEN ALCOBENDAS,,,3,466,4,37,1,
del Camino Sur,916500000,916500000,10-12,916500000,http://www.liceo-europeo.es,916500000,4484772.0,445505.0,CALLE,LICEO EUROPEO,916500000,patricia.real@liceo-europeo.edu.es,3,468,4,73,1,
del Camino Sur,,,10-12,,,,4484772.0,445505.0,CALLE,INTERNATIONAL NURSERY SCHOOL@LICEO EUROPEO,,,3,468,4,94,1,
de Begonia,,,275,916501500,http://www.irlandesaselsoto.net/,,4486106.0,445727.0,CALLE,BIENAVENTURADA VIRGEN MARIA,,secretaria.elsoto@feducativamaryward.org,3,469,4,72,1,
BURGOS,,,k. 14,916505818,,,4485638.0,444586.0,CTRA,COLEGIO SUIZO DE MADRID (SUIZO),,,3,470,4,94,1,
Jazmín,,,148,916500602,http://www.educa.madrid.org/cpr.sanpatricio-elsoto.alcobendas,916508111,4485799.0,445640.0,CALLE,SAN PATRICIO DEL SOTO,,infosoto@colegiosanpatricio.es,3,496,4,45,1,
del Camino Ancho,,,14,916500127,http://www.escandinavo.com,,4484602.0,448029.0,CALLE,COLEGIO ESCANDINAVO (SUECO),,colegio@escandinavo.com,3,541,4,94,1,
del Camino Ancho,,,14,916500127,http://www.escandinavo.com,,4484602.0,448029.0,CALLE,SCANDINAVIAN SCHOOL-INTERNACIONAL SECTION (BRITÁNICO),,colegio@escandinavo.com,3,541,4,94,1,
del Camino Ancho,917489496,,85,916507019,,91 6507019,4486658.0,446762.0,CALLE,ECOLE SAINT-EXUPERY (FRANCES),,secretariat.saint-exupery@laposte.net,3,544,4,94,1,
del Camino Ancho,916500494,916500593,10,916500313,http://www.colegiobase.com,916508929,4484508.0,448229.0,CALLE,BASE,,secretaria@colegiobase.com,3,555,4,73,1,
de la Vereda Norte,916252305,,3,916502398,,916501035,4485393.0,445603.0,CALLE,INTERNATIONAL COLLEGE SPAIN (EE.UU.),,,3,572,4,94,1,
de Alcobendas,,,9,916500791,,916500748,4486480.0,446806.0,PASEO,SAN PATRICIO,,infomoraleja@colegiosanpatricio.es,3,580,4,15,1,
del Camino Ancho,916501614,,83,916501790,,916505719,4486604.0,446779.0,CALLE,LOS SAUCES,,secretaria@colegiolossauces.com,3,584,4,72,1,
de la Cruz,,,12,916542732,,,4487860.0,446467.0,CALLE,LUIS ESTRELLA,,direccion@musicalia.es,3,587,4,137,1,
de la Salvia,,,48,916504300,http://www.educa.madrid.org/cpr.brains-lamoraleja.alcobendas,916506632,4486823.0,446505.0,CALLE,B.R.A.-INSTITUCION,,secretaria3@colegiobrains.com,3,600,4,72,1,
de la Salvia,,,48,916501876,,,4486823.0,446505.0,CALLE,ESCUELA DE MUSICA DEL COLEGIO BRAINS,,escuelademusica@colegiobrains.com,3,600,4,138,1,
de la Salvia,916507408,,24,916509102,www.areteia.edu.es,916508809,4486537.0,446504.0,CALLE,ARETEIA,,secretaria@areteia.edu.es,3,604,4,72,1,
del Marqués de la Valdavia,916625628,916625628,129,650928383,www.eilacomba.es,,4488693.0,444338.0,CALLE,LA COMBA,650928383,eilacomba@eilacomba.es,3,629,4,8,1,
de la Salvia,916507337,,30,916508302,,,4486642.0,446547.0,CALLE,RUNNYMEDE COLLEGE (BRITANICO),,office@runnymede-college.com,3,661,4,94,1,
del Fuego,,,31,916637020,,,4488255.0,446193.0,CALLE,SANTA ISABEL,,ceisantaisabel@gmail.com,3,670,4,8,1,
de Ceuta,657563230,661400236,12,916613590,,,4487855.0,446047.0,CALLE,GARABATO,,nuriayarz@gmail.com,3,687,4,8,1,
Camino del Cura,,,8,916252401,,,4484550.0,445160.0,CALLE,LA ESCUELITA DEL ENCINAR,,coordinacion@laescuelitadelencinar.es,3,726,4,4,1,
del Bachiller Alonso López,606288270,601373481,5,916529075,www.lacasitaalcobendas.com,,4488376.0,446388.0,CALLE,LA CASITA,,espedelara16@gmail.com,3,806,4,8,1,
Pablo Iglesias,910110971,,s/n,627138429,http://www.kiddylaneschool.com,,4488959.0,444440.0,AVDA,KIDDY LANE SCHOOL,,info@kiddylaneschool.com,3,809,4,8,1,
de Bruselas,608713253,,5,914903580,,,4486848.0,446442.0,AVDA,SUS PEQUEÑOS PASOS,,direccion@educaenanos.es,3,853,4,8,1,
de Caléndula,696877504,,95,916250420,www.eduqa.es,,4486569.0,445422.0,CALLE,EDUQA LA MORALEJA,,lamoraleja@eduqa.es,3,862,4,4,1,
de Zaragoza,648833432,,23,916613183,http://www.escuelainfantilbambu.com,,4488176.0,445685.0,CALLE,BAMBU,,liceo3@telefocica.net,3,939,4,8,1,
de Cádiz,637656772,,22,916629238,www.titogusanito.com,,4488150.0,445745.0,CALLE,TITO GUSANITO,,titogusanitosl@hotmail.com,3,950,4,8,1,
de la Chopera,,,35,686688693,,,4488092.0,445601.0,PASEO,GENTE PEQUEÑA,,gentepequena20@gmail.com,3,963,4,8,1,
Anabel Segura,630578317,,7,912586837,,,4487416.0,446926.0,CALLE,CHIQUI TIN ALCOBENDAS,,balvarez@chiquitin.es,3,990,4,8,1,
Francisco Largo Caballero,,,26,916612513,,,4489431.0,444995.0,CALLE,PARAPEQUES,,parapeques@telefonica.net,3,993,4,8,1,
de la Salvia,,,44,916503030,,,4486730.0,446461.0,CALLE,ESCUELA INFANTIL BRAINS MADRID,,infomoraleja@brainsnsm.es,3,1049,4,4,1,
de Alcobendas,678520079,,5,916585540,http://www.educa.madrid.org/cpr.kingscollege-lamoraleja.alcobendas,916507686,4486304.0,446569.0,PASEO,KING'S COLLEGE (BRITANICO),,pedro.garcia@kings.education,3,1062,4,94,1,
de Luis Rodríguez Ontiveros,606390692,,7,916516464,,,4488905.0,445505.0,CALLE,ARCO IRIS,,lazarogon@gmail.com,3,1103,4,8,1,
de la Amistad,678429870,,10-12,916294403,www.escuelainfantilmanoplas.com,,4489716.0,444113.0,CALLE,MANOPLAS,,,3,1213,4,8,1,
de Fernando Alonso,917407272,,,912115052,,,4487313.0,447708.0,AVDA,CENTRO PROFESIONAL EUROPEO DE MADRID-ESTUDIOS PROFESIONALES SUPERIORES,,centroprofesional@universidadeuropea.es,3,1220,4,58,1,
de la Azalea (Complejo Miniparc I edificio E),916502750,,1,,www.littleacorns.es,,4485501.0,444884.0,CALLE,LITTLE ACORNS NURSERY (BRITANICO),,info@littleacorns.es,3,1298,4,94,1,
del Goloso,,,"K3,78",,,,4489086.0,443570.0,CTRA,CENTRO ACADEMICO DE ENTRENADORES DE FUTBOL DE ALCOBENDAS,,,3,1308,4,220,1,
del Doctor Severo Ochoa,,,53,911599957,,,4487958.0,444577.0,AVDA,INSTITUTO SUPERIOR F.P. CLAUDIO GALENO DE MADRID,,secretaria@fpclaudiogalenomadrid.es,3,1339,4,58,1,
de la Fantasía,676724664,,3,912417977,,,4489268.0,444284.0,CALLE,MIS SUEÑOS MAGICOS,,informacion@missuenosmagicos.es,3,1358,4,8,1,
de Europa,914900773,,4,620909956,www.montessorivillage.es,,4485621.0,444023.0,AVDA,MONTESSORI VILLAGE LA MORALEJA,,lamoraleja@montessorivillage.es,3,1397,4,4,1,
de la Alegría,686398361,,5,910599522,,,4489762.0,444256.0,CALLE,NEMOMARLIN ALCOBENDAS,,alcobendas@escuelanemomarlin.com,3,1476,4,8,1,
de Bruselas,,,9,,www.tutorasap.org,,4486910.0,446332.0,AVDA,TUTOR ASAP HIGH PERFOMANCE INTERNATIONAL STUDEY CENTRE,,international.examinations@tutorasap.org,3,1518,4,94,1,
"del Goloso KM 3,780",662602796,659777996,,910771049,,,4489086.0,443570.0,CTRA,CENTRO DE ESTUDIOS TECNOLOGICOS ALCOBENDAS,,lballesta@cetafp.es,3,1547,4,58,1,
del Camino Sur,,,10-12,,,,4484709.0,445572.0,CALLE,VERMONT ACADEMY AT LICEO EUROPEO (EE.UU.),,,3,1553,4,94,1,
de la Salvia,,,24,639959685,https://123coachacademy.com/,,4486480.0,446494.0,CALLE,123 COACH,,123coachacademy@gmail.com,3,1556,4,221,1,
de Bruselas,,,9,,,,4486910.0,446332.0,AVDA,LMI COLLEGE (BRITANICO),,,3,1600,4,94,1,
del Oeste,,,2,916448242,http://www.educa.madrid.org/cp.carmenconde.alcorcon,916440016,4466006.0,429272.0,AVDA,CARMEN CONDE,,cp.carmenconde.alcorcon@educa.madrid.org,1,1,5,14,2,
del Alcalde José Aranda,,,45,916108191,http://www.educa.madrid.org/portal/web/danielmartin,916101196,4466548.0,430417.0,AVDA,DANIEL MARTIN,,cp.danielmartin.alcorcon@educa.madrid.org,1,1,5,14,2,
de la Olímpica Conchita Puig,916190793,916117161,2,916117131,http://www.educa.madrid.org/cp.donvictoriano.alcorcon,916118052,4466314.0,430394.0,CALLE,PARROCO D. VICTORIANO,,cp.donvictoriano.alcorcon@educa.madrid.org,1,1,5,14,2,
Derechos Humanos,,,6,916125212,http://www.educa.madrid.org/cp.sanjosedevalderas.alcorcon,916100027,4467323.0,430762.0,AVDA,SAN JOSE DE VALDERAS,,cp.sanjosedevalderas.alcorcon@educa.madrid.org,1,1,5,14,2,
referendum viñagrande,,,3,916114898,http://www.educa.madrid.org/cp.loscastillos.alcorcon,916425768,4467062.0,431880.0,CALLE,LOS CASTILLOS,,cp.loscastillos.alcorcon@educa.madrid.org,1,1,5,14,2,
de los Castillos,,,5,916121063,http://www.educa.madrid.org/ies.loscastillos.alcorcon,916119451,4467748.0,431213.0,AVDA,LOS CASTILLOS,,ies.loscastillos.alcorcon@educa.madrid.org,1,1,5,42,2,
de los Cantos,914860029,,23,916415903,http://www.educa.madrid.org/cp.santodomingo.alcorcon,916415903,4466040.0,429965.0,CALLE,SANTO DOMINGO,,cp.santodomingo.alcorcon@educa.madrid.org,1,1,5,14,2,
de Portugal,,914880019,12,916190810,http://www.educa.madrid.org/cp.jesusvarela.alcorcon,916110902,4466847.0,429492.0,AVDA,JESUS VARELA,,cp.jesusvarela.alcorcon@educa.madrid.org,1,1,5,14,2,
del Ministro Fernández Ordóñez,,,2 C,916122652,http://www.educa.madrid.org/cp.parquelisboa.alcorcon,916107330,4467002.0,430919.0,CALLE,PARQUE DE LISBOA,,cp.parquelisboa.alcorcon@educa.madrid.org,1,1,5,14,2,
de Cantarranas,,,44,916129804,http://www.educa.madrid.org/cp.ramonycajal.alcorcon,916129804,4467006.0,429989.0,AVDA,SANTIAGO RAMON Y CAJAL,,cp.ramonycajal.alcorcon@educa.madrid.org,1,1,5,14,2,
de Polvoranca,665105599,,35,916190848,http://www.educa.madrid.org/cp.vicentealeixandre.alcorcon,916112012,4466184.0,430297.0,CALLE,VICENTE ALEIXANDRE,,cp.vicentealeixandre.alcorcon@educa.madrid.org,1,1,5,14,2,
ESTEBAN MARQUEZ,,,3,916439100,http://www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,916432363,4465879.0,428582.0,AVDA,PRADO DE SANTO DOMINGO,,ies.pradodesantodomingo.alcorcon@educa.madrid.org,1,1,5,42,2,
del Olímpico Francisco Fernández Ochoa,,,6,916410362,http://www.educa.madrid.org/cp.garcialorca.alcorcon,916416344,4465771.0,430368.0,CALLE,FEDERICO GARCIA LORCA,,cp.garcialorca.alcorcon@educa.madrid.org,1,1,5,14,2,
de Retamas,916441260,,2,916440235,http://www.educa.madrid.org/ies.galileogalilei.alcorcon,916438290,4465828.0,428726.0,AVDA,GALILEO GALILEI,,ies.galileogalilei.alcorcon@educa.madrid.org,1,1,5,42,2,
PABLO NERUDA,914861456,,s/n,916414075,http://www.educa.madrid.org/cp.miguelhernandez.alcorcon,916414075,4465663.0,429948.0,CALLE,MIGUEL HERNANDEZ,,cp.miguelhernandez.alcorcon@educa.madrid.org,1,1,5,14,2,
de Villaviciosa,,,7,916116198,http://www.educa.madrid.org/cp.cervantes.alcorcon,916116569,4467093.0,429271.0,AVDA,MIGUEL DE CERVANTES,,cp.cervantes.alcorcon@educa.madrid.org,1,1,5,70,2,
de Claudio Sánchez Albornoz,914860515,,s/n,916439712,http://www.educa.madrid.org/cp.sanchezalbornoz.alcorcon,916439712,4466201.0,429109.0,CALLE,CLAUDIO SANCHEZ ALBORNOZ,,cp.sanchezalbornoz.alcorcon@educa.madrid.org,1,1,5,14,2,
de Sahagún,,,32,914880223,http://www.educa.madrid.org/cp.bellasvistas.alcorcon,914880713,4467614.0,430566.0,CALLE,BELLAS VISTAS,,cp.bellasvistas.alcorcon@educa.madrid.org,1,1,5,14,2,
de los Robles,,,4,916442117,http://www.educa.madrid.org/cpee.severoochoa.alcorcon,916431328,4465760.0,428795.0,CALLE,SEVERO OCHOA,,cpee.severoochoa.alcorcon@educa.madrid.org,1,1,5,20,2,
del Oeste,647967302,,s/n,916439991,http://www.educa.madrid.org/ies.laarboleda.alcorcon,916440025,4466010.0,429282.0,AVDA,LA ARBOLEDA,,ies.laarboleda.alcorcon@educa.madrid.org,1,1,5,42,2,
del Oeste,916433250,,4,916439974,http://www.educa.madrid.org/cp.fernandodelosrios.alcorcon,916439974,4465962.0,429389.0,AVDA,FERNANDO DE LOS RIOS,,cp.fernandodelosrios.alcorcon@educa.madrid.org,1,1,5,14,2,
del Oeste,916415916,,4,916439985,http://www.educa.madrid.org/cp.blasdeotero.alcorcon,916439985,4465962.0,429389.0,AVDA,BLAS DE OTERO,,cp.blasdeotero.alcorcon@educa.madrid.org,1,1,5,14,2,
del Parque Grande,,,1,916113435,http://www.educa.madrid.org/cp.joaquincosta.alcorcon,916104905,4466618.0,430889.0,CALLE,JOAQUIN COSTA,,cp.joaquincosta.alcorcon@educa.madrid.org,1,1,5,14,2,
de Berlín,916107056,,2,916107013,http://www.educa.madrid.org/ies.luisbunuel.alcorcon,911911285,4467001.0,429293.0,CALLE,LUIS BUÑUEL,,ies.luisbunuel.alcorcon@educa.madrid.org,1,1,5,42,2,
de la Paz,916118754,,6,916118712,http://www.educa.madrid.org/ies.parquelisboa.alcorcon,916120200,4467006.0,431036.0,CALLE,PARQUE DE LISBOA,,ies.parquelisboa.alcorcon@educa.madrid.org,1,1,5,42,2,
de Sahagún,916121993,,s/n,916125261,http://www.educa.madrid.org/ies.josefinaaldecoa.alcorcon,916125361,4467670.0,430644.0,CALLE,JOSEFINA ALDECOA,,ies.josefinaaldecoa.alcorcon@educa.madrid.org,1,1,5,42,2,
del Parque Grande,696218838,,7,916115312,http://www.educa.madrid.org/eoi.alcorcon.alcorcon,916112866,4466980.0,431185.0,CALLE,E.O.I. DE ALCORCON,,eoi.alcorcon.alcorcon@educa.madrid.org,1,1,5,80,2,
del Parque Ferial,,,s/n,916439644,http://www.educa.madrid.org/ies.elpinar.alcorcon,914861167,4465799.0,429974.0,CALLE,EL PINAR,,ies.elpinar.alcorcon@educa.madrid.org,1,1,5,42,2,
de los Castillos,916101550,,s/n,916101411,http://www.educa.madrid.org/ies.itaca.alcorcon,916116403,4467598.0,431314.0,AVDA,ITACA,,ies.itaca.alcorcon@educa.madrid.org,1,1,5,42,2,
de la Sierra de Albarracín,,,s/n,916114216,http://www.educa.madrid.org/eei.lospinguinos.alcorcon,916114216,4466516.0,430201.0,CALLE,LOS PINGÜINOS,,eei.lospinguinos.alcorcon@educa.madrid.org,1,1,5,3,2,
del Cabo San Vicente,,,1,916102917,http://www.educa.madrid.org/cepa.alcorcon,,4467247.0,430734.0,CALLE,ALFAR,,cepa.alcorcon@educa.madrid.org,1,1,5,31,2,
de las Palmeras,639157357,,1,911886061,http://www.educa.madrid.org/eei.adivinanzas.alcorcon,,4465985.0,429011.0,CALLE,ADIVINANZAS,,eei.adivinanzas.alcorcon@educa.madrid.org,1,1,5,3,2,
de Budapest,916419638,,1,916219950,http://www.educa.madrid.org/ah.fundaciondealcorcon.alcorcon,,4466945.0,429072.0,CALLE,AULA HOSPITALARIA FUNDACION ALCORCON,,ah.fundaciondealcorcon.alcorcon@educa.madrid.org,1,1,5,36,2,
de Villaviciosa,,,s/n,914983313,http://www.educa.madrid.org/eei.rodari.alcorcon,,4466956.0,429145.0,AVDA,RODARI,,eei.rodari.alcorcon@educa.madrid.org,1,1,5,3,2,
de la Olímpica Conchita Puig,,,2,699505630,http://www.educa.madrid.org/zcn.alcorcon,,4466314.0,430394.0,CALLE,"SUR-12, ALCORCON",,zcn.alcorcon@educa.madrid.org,1,1,5,5,2,
de Camilo José Cela,,,2,916449864,http://www.educa.madrid.org/cp.fuentedelpalomar.alcorcon,916449855,4465340.0,429416.0,CALLE,FUENTE DEL PALOMAR,,cp.fuentedelpalomar.alcorcon@educa.madrid.org,1,1,5,14,2,
del Parque Bujaruelo,,,1,916198938,http://www.educa.madrid.org/cp.claracampoamor.alcorcon,916211738,4466597.0,431323.0,CALLE,CLARA CAMPOAMOR,,cp.claracampoamor.alcorcon@educa.madrid.org,1,1,5,14,2,
del Cabo San Vicente,,,s/n,916199643,http://www.educa.madrid.org/eei.elcorrodelapatata.alcorcon,916199643,4467173.0,430840.0,CALLE,EL CORRO DE LA PATATA,,eei.elcorrodelapatata.alcorcon@educa.madrid.org,1,1,5,3,2,
de los Pinos,605596408,,13,918315655,http://www.educa.madrid.org/eei.lospinosdemaeve.alcorcon,,4465684.0,429598.0,CALLE,LOS PINOS DE MAEVE,,eei.lospinosdemaeve.alcorcon@educa.madrid.org,1,1,5,3,2,
de Berlín c/v a C/ Atenas,628227137,,s/n,914983286,http://www.educa.madrid.org/cp.chavesnogales.alcorcon,916890325,4466478.0,428759.0,CALLE,CHAVES NOGALES,,cp.chavesnogales.alcorcon@educa.madrid.org,1,1,5,14,2,
de las Hayas,,,s/n,912647224,http://www.educa.madrid.org/cp.agustindearguelles.alcorcon,912645980,4465214.0,428906.0,CALLE,AGUSTIN DE ARGÜELLES,,cp.agustindearguelles.alcorcon@educa.madrid.org,1,1,5,14,2,
Mediterráneo,689746262,,s/n,914214080,http://www.educa.madrid.org/eei.laprincesa.alcorcon,,4464697.0,428887.0,CALLE,LA PRINCESA,,eei.laprincesa.alcorcon@educa.madrid.org,1,1,5,3,2,
Olimpico Fernandez Ochoa,916415798,,s/n,916415711,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,916442924,4465781.0,430393.0,CALLE,JORGE GUILLEN,,ies.jorgeguillen.alcorcon@educa.madrid.org,1,1,5,42,2,
de las Palmeras,,,1,911886061,,,4465985.0,429011.0,CALLE,ADIVINANZAS (PROGRAMA DE CASA DE NIÑOS),,,1,1,5,6,2,
Democracia,648754946,,,648754946,http://www.educa.madrid.org/cp.isabellacatolica.alcorcon,,4464794.0,430154.0,CALLE,ISABEL LA CATOLICA,,cp.isabellacatolica.alcorcon@educa.madrid.org,1,1,5,14,2,
Institutos,,,s/n,,http://www.educa.madrid.org/ies.nuevoalcorcon.alcorcon,,4465623.0,430416.0,CALLE,CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA,,ies.nuevoalcorcon.alcorcon@educa.madrid.org,1,1,5,42,2,
Institutos,916116961,646969920,s/n,916116900,http://www.educa.madrid.org/eoep.alcorcon,916116961,,,CALLE,EQUIPO GENERAL ALCORCON,,eoep.alcorcon@educa.madrid.org,1,1,5,206,2,
Institutos,650475448,,s/n,916111703,http://www.educa.madrid.org/eoep.at.alcorcon,916114704,,,CALLE,EQUIPO ATENCION TEMPRANA ALCORCON,,eoep.at.alcorcon@educa.madrid.org,1,1,5,205,2,
de Carballino,,,s/n,916197900,http://www.educa.madrid.org/em.manueldefalla.alcorcon,916112452,4467078.0,430983.0,CALLE,MANUEL DE FALLA,,em.manueldefalla.alcorcon@educa.madrid.org,1,2,5,185,2,
del Olímpico Francisco Fernández Ochoa,,,4,911127680,http://www.educa.madrid.org/cepa.valleinclan.alcorcon,916441717,4465796.0,430323.0,CALLE,ESCUELA MUNICIPAL RAMON MARIA DEL VALLE INCLAN,,cepa.valleinclan.alcorcon@educa.madrid.org,1,2,5,32,2,
